,book1,book2,book3,book4,book5,user,genre
1707,6766,7629,5376,7902,2834,"646, 1537, 2174",History
1708,6766,7629,5376,9222,4153,"646, 1537, 2186",History
1709,6766,7629,9222,5376,6131,"646, 1537, 2209",History
1710,8964,9222,5376,6131,9368,"646, 1595, 2147",History
1711,5376,7902,4971,7569,9222,"646, 1595, 2174",History
1712,5376,9222,8964,7569,6131,"646, 1595, 2186",History
1713,9222,6131,5376,4749,8964,"646, 1595, 2209",History
1714,6766,5376,9368,7902,7629,"646, 2147, 2174",History
1715,6766,5376,9222,7629,7569,"646, 2147, 2186",History
1716,6766,9222,5376,4749,9368,"646, 2147, 2209",History
1717,6766,5376,7629,7902,2834,"646, 2174, 2186",History
1718,6766,5376,7902,7629,2834,"646, 2174, 2209",History
1719,6766,5376,9222,7629,6131,"646, 2186, 2209",History
1720,6766,2788,5046,2636,5138,"663, 687, 762",History
1721,4971,2788,7902,8174,4811,"663, 687, 870",History
1722,2636,5138,7902,8174,5046,"663, 687, 1031",History
1723,2636,5138,2788,8174,4811,"663, 687, 1241",History
1724,5138,4749,6131,2788,2636,"663, 687, 1313",History
1725,2636,5138,2788,8174,4688,"663, 687, 1378",History
1726,5138,2788,7612,2636,7569,"663, 687, 1404",History
1727,5138,2636,2788,4749,9498,"663, 687, 1420",History
1728,2636,5138,2788,7902,8174,"663, 687, 1537",History
1729,2636,5138,7902,2788,8174,"663, 687, 1595",History
1730,2636,5138,2788,8174,7569,"663, 687, 2147",History
1731,4971,2636,2788,8174,7569,"663, 687, 2174",History
1732,2636,5138,2788,4811,4688,"663, 687, 2186",History
1733,2636,2788,9498,7902,8174,"663, 687, 2209",History
1734,6766,2651,4811,7629,2903,"663, 762, 870",History
1735,5046,9498,6766,2651,7902,"663, 762, 1031",History
1736,6766,9568,9498,2481,2647,"663, 762, 1241",History
1737,6766,4811,7612,7629,2481,"663, 762, 1313",History
1738,6766,9568,9498,2651,2647,"663, 762, 1378",History
1739,9568,7612,9498,2647,5138,"663, 762, 1404",History
1740,6766,7629,9498,2481,4749,"663, 762, 1420",History
1741,9568,6766,2651,3354,7629,"663, 762, 1537",History
1742,9568,2651,7902,2834,7629,"663, 762, 1595",History
1743,9568,6766,9498,9442,2481,"663, 762, 2147",History
1744,6766,9568,9498,4971,2651,"663, 762, 2174",History
1745,6766,9498,2647,5138,7629,"663, 762, 2186",History
1746,9498,9568,6766,9442,2651,"663, 762, 2209",History
1747,7902,4811,5376,2481,2903,"663, 870, 1031",History
1748,4811,7902,5376,2788,4688,"663, 870, 1241",History
1749,4811,4749,5376,6131,7902,"663, 870, 1313",History
1750,5376,4811,4906,4688,4971,"663, 870, 1378",History
1751,4811,5376,4971,4906,2481,"663, 870, 1404",History
1752,5376,2481,4811,4971,2834,"663, 870, 1420",History
1753,4811,5376,3354,4971,4688,"663, 870, 1537",History
1754,4811,5376,7902,2903,4971,"663, 870, 1595",History
1755,4811,5376,4971,4688,2481,"663, 870, 2147",History
1756,4811,4971,5376,4688,7902,"663, 870, 2174",History
1757,4811,5376,2481,4153,4971,"663, 870, 2186",History
1758,4811,7902,2903,4971,9442,"663, 870, 2209",History
1759,9498,2636,7902,4688,2903,"663, 1031, 1241",History
1760,6131,4811,3939,7902,2481,"663, 1031, 1313",History
1761,9498,4688,5376,2636,7902,"663, 1031, 1378",History
1762,9498,2481,5138,2903,5376,"663, 1031, 1404",History
1763,9498,2481,5376,4688,9910,"663, 1031, 1420",History
1764,9498,2481,2636,7902,2903,"663, 1031, 1537",History
1765,7902,9498,2636,2481,2834,"663, 1031, 1595",History
1766,9498,2481,2903,2636,5376,"663, 1031, 2147",History
1767,9498,7902,4811,5376,4971,"663, 1031, 2174",History
1768,9498,2636,7902,2481,4153,"663, 1031, 2186",History
1769,9498,7902,5046,2481,2903,"663, 1031, 2209",History
1770,5376,4811,2636,7612,6131,"663, 1241, 1313",History
1771,9568,2636,4688,5376,5138,"663, 1241, 1378",History
1772,5138,7612,9568,2481,2834,"663, 1241, 1404",History
1773,9498,2481,5376,4688,2636,"663, 1241, 1420",History
1774,9498,2636,5138,9568,3354,"663, 1241, 1537",History
1775,2636,9498,7902,9568,5138,"663, 1241, 1595",History
1776,9568,2636,2481,5376,7902,"663, 1241, 2147",History
1777,4971,7902,9568,4811,5376,"663, 1241, 2174",History
1778,2636,5138,2834,5376,7902,"663, 1241, 2186",History
1779,9498,7902,9568,2636,2903,"663, 1241, 2209",History
1780,6131,5376,2481,2903,4749,"663, 1313, 1378",History
1781,7612,5138,8964,4811,5376,"663, 1313, 1404",History
1782,2481,6131,8964,9910,4811,"663, 1313, 1420",History
1783,4811,3354,6131,3939,8576,"663, 1313, 1537",History
1784,8964,3939,4811,6131,2636,"663, 1313, 1595",History
1785,4811,6131,7612,2481,5376,"663, 1313, 2147",History
1786,4811,4749,4971,5376,8576,"663, 1313, 2174",History
1787,4811,5138,4153,4749,6131,"663, 1313, 2186",History
1788,8576,6131,3939,4811,7612,"663, 1313, 2209",History
1789,5138,9568,4971,5376,4153,"663, 1378, 1404",History
1790,9498,5376,4688,4971,4749,"663, 1378, 1420",History
1791,9498,9568,2636,3354,4688,"663, 1378, 1537",History
1792,9568,9498,2636,5376,4688,"663, 1378, 1595",History
1793,9568,4688,5376,5138,2481,"663, 1378, 2147",History
1794,4971,9568,5376,4749,7569,"663, 1378, 2174",History
1795,5376,2636,5138,4688,4811,"663, 1378, 2186",History
1796,9498,9568,2636,4688,4749,"663, 1378, 2209",History
1797,9498,2481,7612,5376,2834,"663, 1404, 1420",History
1798,9498,2481,5138,9568,2834,"663, 1404, 1537",History
1799,2834,5138,2481,9498,9568,"663, 1404, 1595",History
1800,2481,9568,7612,5138,2834,"663, 1404, 2147",History
1801,4971,7569,4811,5376,2834,"663, 1404, 2174",History
1802,5138,2481,2834,7612,4811,"663, 1404, 2186",History
1803,9498,2481,7612,9568,5138,"663, 1404, 2209",History
1804,9498,2481,5376,3354,4688,"663, 1420, 1537",History
1805,2481,9498,5376,7629,8964,"663, 1420, 1595",History
1806,9498,2481,5376,4688,4811,"663, 1420, 2147",History
1807,9498,4971,5376,4749,2481,"663, 1420, 2174",History
1808,9498,2481,5376,7629,4811,"663, 1420, 2186",History
1809,9498,2481,4688,9442,7629,"663, 1420, 2209",History
1810,2834,5138,2481,2636,9498,"663, 1537, 1595",History
1811,9498,2481,3354,2834,5138,"663, 1537, 2147",History
1812,9498,4971,4811,3354,9568,"663, 1537, 2174",History
1813,9498,2636,4153,2834,4811,"663, 1537, 2186",History
1814,9498,2481,2903,3354,2834,"663, 1537, 2209",History
1815,2834,9498,2481,2636,5138,"663, 1595, 2147",History
1816,9498,7902,4971,2834,4811,"663, 1595, 2174",History
1817,2834,2636,9498,7902,5376,"663, 1595, 2186",History
1818,9498,2834,2481,2636,2903,"663, 1595, 2209",History
1819,4971,4811,9568,2834,5376,"663, 2147, 2174",History
1820,2834,2636,2481,4811,5376,"663, 2147, 2186",History
1821,9498,9442,2481,2903,2834,"663, 2147, 2209",History
1822,4971,4811,5376,2834,7569,"663, 2174, 2186",History
1823,9498,4971,7902,4811,9568,"663, 2174, 2209",History
1824,9498,2636,2481,2834,2903,"663, 2186, 2209",History
1825,6766,4971,2788,4811,5376,"687, 762, 870",History
1826,6766,7902,5046,2788,4906,"687, 762, 1031",History
1827,6766,7540,2788,4906,5376,"687, 762, 1241",History
1828,6766,7540,2788,4749,4811,"687, 762, 1313",History
1829,6766,2788,5376,5138,4749,"687, 762, 1378",History
1830,7540,5138,6766,2788,5376,"687, 762, 1404",History
1831,6766,7629,2788,4749,5376,"687, 762, 1420",History
1832,6766,2788,7540,7902,5138,"687, 762, 1537",History
1833,2788,7540,5376,5138,7902,"687, 762, 1595",History
1834,6766,2788,7540,4906,5138,"687, 762, 2147",History
1835,6766,2788,4749,5376,7540,"687, 762, 2174",History
1836,6766,5138,2788,7540,5376,"687, 762, 2186",History
1837,6766,2788,7902,4906,4749,"687, 762, 2209",History
1838,5376,7902,4971,6131,2788,"687, 870, 1031",History
1839,5376,4811,2788,8174,7540,"687, 870, 1241",History
1840,5376,6131,4811,2788,4749,"687, 870, 1313",History
1841,5376,6131,8174,4971,4811,"687, 870, 1378",History
1842,5376,4971,4811,2788,4906,"687, 870, 1404",History
1843,5376,4811,4971,6131,2788,"687, 870, 1420",History
1844,5376,4811,4971,7902,2788,"687, 870, 1537",History
1845,5376,4811,4971,7902,2788,"687, 870, 1595",History
1846,5376,4811,2788,4971,8174,"687, 870, 2147",History
1847,5376,4971,6131,2788,4811,"687, 870, 2174",History
1848,5376,4811,4971,2788,4153,"687, 870, 2186",History
1849,5376,2788,4811,4971,7902,"687, 870, 2209",History
1850,5138,4906,2636,2788,5376,"687, 1031, 1241",History
1851,6131,5138,5376,2788,4749,"687, 1031, 1313",History
1852,5376,2788,7902,2636,2647,"687, 1031, 1378",History
1853,5138,5376,2647,7902,2788,"687, 1031, 1404",History
1854,5376,6832,5138,4749,2788,"687, 1031, 1420",History
1855,7902,5138,4906,2647,2788,"687, 1031, 1537",History
1856,7902,5138,5376,4906,2636,"687, 1031, 1595",History
1857,5138,4906,7902,5376,2788,"687, 1031, 2147",History
1858,7902,5376,2788,9498,8174,"687, 1031, 2174",History
1859,5138,7902,5376,2636,2788,"687, 1031, 2186",History
1860,7902,9498,2788,4906,5376,"687, 1031, 2209",History
1861,5376,7540,5138,6131,2788,"687, 1241, 1313",History
1862,5376,2788,2636,4811,5138,"687, 1241, 1378",History
1863,5138,2788,5376,2647,7612,"687, 1241, 1404",History
1864,5376,5138,2788,4749,7629,"687, 1241, 1420",History
1865,5138,2636,4906,5376,2788,"687, 1241, 1537",History
1866,5138,2636,5376,4906,2788,"687, 1241, 1595",History
1867,5138,4906,2788,5376,2636,"687, 1241, 2147",History
1868,5376,7540,2788,4811,4749,"687, 1241, 2174",History
1869,5376,2636,5138,2788,2647,"687, 1241, 2186",History
1870,2788,5376,2636,4906,9498,"687, 1241, 2209",History
1871,5376,6131,5138,2788,4749,"687, 1313, 1378",History
1872,7540,5376,5138,2788,4749,"687, 1313, 1404",History
1873,6131,5376,5138,2788,4749,"687, 1313, 1420",History
1874,6131,5138,5376,4749,2788,"687, 1313, 1537",History
1875,5138,5376,6131,2788,4749,"687, 1313, 1595",History
1876,5376,6131,5138,2788,4749,"687, 1313, 2147",History
1877,5376,4749,6131,2788,7540,"687, 1313, 2174",History
1878,5376,6131,5138,4749,2788,"687, 1313, 2186",History
1879,6131,5376,2788,4749,5138,"687, 1313, 2209",History
1880,5138,5376,2788,2647,7540,"687, 1378, 1404",History
1881,5376,5138,4749,2788,7629,"687, 1378, 1420",History
1882,5376,2636,5138,2788,2647,"687, 1378, 1537",History
1883,5376,5138,2636,2788,2647,"687, 1378, 1595",History
1884,5376,2788,5138,2636,2647,"687, 1378, 2147",History
1885,5376,2788,4749,2636,9498,"687, 1378, 2174",History
1886,5376,5138,2636,2788,2647,"687, 1378, 2186",History
1887,5376,2788,9498,2636,7902,"687, 1378, 2209",History
1888,5376,5138,2788,4749,2647,"687, 1404, 1420",History
1889,5138,5376,2788,2647,6766,"687, 1404, 1537",History
1890,5138,5376,2788,7612,2647,"687, 1404, 1595",History
1891,5138,5376,2788,2636,7612,"687, 1404, 2147",History
1892,5376,2788,7540,4749,5138,"687, 1404, 2174",History
1893,5138,5376,2788,2834,4153,"687, 1404, 2186",History
1894,5376,2788,5138,9498,7902,"687, 1404, 2209",History
1895,5376,5138,4749,7629,2788,"687, 1420, 1537",History
1896,5376,5138,2788,4749,2636,"687, 1420, 1595",History
1897,5376,5138,4749,7629,2788,"687, 1420, 2147",History
1898,5376,2788,4749,7629,9498,"687, 1420, 2174",History
1899,5376,5138,7629,2788,4749,"687, 1420, 2186",History
1900,5376,4749,7629,9498,5138,"687, 1420, 2209",History
1901,5138,2636,5376,7902,4906,"687, 1537, 1595",History
1902,5138,5376,4906,2636,2788,"687, 1537, 2147",History
1903,5376,4749,7902,2788,4811,"687, 1537, 2174",History
1904,5138,5376,4153,2636,7902,"687, 1537, 2186",History
1905,7902,5376,6029,2788,4906,"687, 1537, 2209",History
1906,5138,5376,4906,2636,2788,"687, 1595, 2147",History
1907,5376,4749,2788,5138,4811,"687, 1595, 2174",History
1908,5376,5138,2636,2788,4811,"687, 1595, 2186",History
1909,5376,7902,5138,2788,4906,"687, 1595, 2209",History
1910,5376,4749,2788,4811,5138,"687, 2147, 2174",History
1911,5376,5138,9368,2636,2788,"687, 2147, 2186",History
1912,5376,4906,2788,9498,7902,"687, 2147, 2209",History
1913,5376,2788,4811,4749,2834,"687, 2174, 2186",History
1914,5376,4749,7902,9498,2788,"687, 2174, 2209",History
1915,5376,7902,5138,9498,2788,"687, 2186, 2209",History
1916,6766,5376,7902,2903,4811,"762, 870, 1031",History
1917,6766,5376,2788,7629,4811,"762, 870, 1241",History
1918,6766,4811,5376,4971,7629,"762, 870, 1313",History
1919,6766,5376,7629,4971,4811,"762, 870, 1378",History
1920,5376,6766,4811,4971,7629,"762, 870, 1404",History
1921,6766,5376,7629,4811,4749,"762, 870, 1420",History
1922,6766,5376,4811,3354,7629,"762, 870, 1537",History
1923,5376,4811,7629,6766,7902,"762, 870, 1595",History
1924,6766,5376,4811,7629,4971,"762, 870, 2147",History
1925,6766,5376,4811,7629,4971,"762, 870, 2174",History
1926,6766,5376,4811,7629,4153,"762, 870, 2186",History
1927,6766,5376,4811,7629,7902,"762, 870, 2209",History
1928,6766,3887,7902,4292,7629,"762, 1031, 1241",History
1929,6766,5376,6131,4292,7629,"762, 1031, 1313",History
1930,6766,3887,5376,7902,7629,"762, 1031, 1378",History
1931,6766,3887,7360,5138,7902,"762, 1031, 1404",History
1932,6766,7629,5376,3887,4749,"762, 1031, 1420",History
1933,6766,7360,7902,4292,7629,"762, 1031, 1537",History
1934,7902,7360,4292,2651,5376,"762, 1031, 1595",History
1935,6766,7902,7360,7629,5376,"762, 1031, 2147",History
1936,6766,7902,3887,5376,7629,"762, 1031, 2174",History
1937,6766,9522,7902,7360,4292,"762, 1031, 2186",History
1938,7902,6766,4292,7360,2651,"762, 1031, 2209",History
1939,6766,5376,7540,2788,7629,"762, 1241, 1313",History
1940,6766,4971,5376,3887,7629,"762, 1241, 1378",History
1941,4971,6766,7612,3887,9568,"762, 1241, 1404",History
1942,6766,7629,5376,4971,4749,"762, 1241, 1420",History
1943,6766,9568,2651,7629,3354,"762, 1241, 1537",History
1944,9568,2651,5376,9222,7902,"762, 1241, 1595",History
1945,6766,9568,4971,7629,5376,"762, 1241, 2147",History
1946,6766,4971,3887,5376,7902,"762, 1241, 2174",History
1947,6766,4971,5376,7629,4153,"762, 1241, 2186",History
1948,6766,9337,7902,9568,7629,"762, 1241, 2209",History
1949,6766,5376,4971,6131,7629,"762, 1313, 1378",History
1950,5376,7612,7540,6766,4971,"762, 1313, 1404",History
1951,6766,7629,5376,6131,4811,"762, 1313, 1420",History
1952,6766,5376,2788,3354,6131,"762, 1313, 1537",History
1953,5376,2788,6131,7629,6766,"762, 1313, 1595",History
1954,6766,5376,6131,7612,7629,"762, 1313, 2147",History
1955,6766,5376,4971,7629,3887,"762, 1313, 2174",History
1956,6766,5376,4811,4971,4153,"762, 1313, 2186",History
1957,6766,2788,5376,6131,7612,"762, 1313, 2209",History
1958,4971,6766,5138,5376,3887,"762, 1378, 1404",History
1959,6766,4971,5376,7629,4749,"762, 1378, 1420",History
1960,6766,4971,5376,9568,2651,"762, 1378, 1537",History
1961,5376,4971,9568,9222,7629,"762, 1378, 1595",History
1962,6766,4971,5376,9568,3844,"762, 1378, 2147",History
1963,6766,5376,3844,3887,4971,"762, 1378, 2174",History
1964,6766,4971,5376,7629,3844,"762, 1378, 2186",History
1965,6766,4971,5376,2651,7629,"762, 1378, 2209",History
1966,4971,7612,5376,6766,7629,"762, 1404, 1420",History
1967,7612,6766,9568,4971,7360,"762, 1404, 1537",History
1968,9568,4153,4971,7612,2651,"762, 1404, 1595",History
1969,7612,4971,9568,6766,4153,"762, 1404, 2147",History
1970,6766,4971,3887,5376,2834,"762, 1404, 2174",History
1971,4971,6766,7612,4153,5138,"762, 1404, 2186",History
1972,7612,6766,4971,9568,5376,"762, 1404, 2209",History
1973,6766,4971,5376,7629,2647,"762, 1420, 1537",History
1974,7629,5376,4971,2651,4749,"762, 1420, 1595",History
1975,6766,4971,5376,7629,7612,"762, 1420, 2147",History
1976,6766,7629,5376,4971,4749,"762, 1420, 2174",History
1977,6766,4971,7629,5376,4749,"762, 1420, 2186",History
1978,6766,7629,4749,5376,4971,"762, 1420, 2209",History
1979,7360,2788,9222,5664,2651,"762, 1537, 1595",History
1980,6766,9222,7360,4971,9604,"762, 1537, 2147",History
1981,6766,5376,4971,9568,7629,"762, 1537, 2174",History
1982,6766,7360,4971,4153,2788,"762, 1537, 2186",History
1983,2788,6766,9604,7360,9568,"762, 1537, 2209",History
1984,5664,9222,7360,4971,5376,"762, 1595, 2147",History
1985,5376,4971,9568,3887,7629,"762, 1595, 2174",History
1986,7360,9222,4971,5376,2788,"762, 1595, 2186",History
1987,5664,2788,7902,9222,9568,"762, 1595, 2209",History
1988,6766,5376,4971,9568,7629,"762, 2147, 2174",History
1989,6766,4971,9222,5376,7360,"762, 2147, 2186",History
1990,5664,6766,9442,9222,9568,"762, 2147, 2209",History
1991,6766,5376,7629,8618,2834,"762, 2174, 2186",History
1992,6766,7902,5376,7629,4971,"762, 2174, 2209",History
1993,6766,9522,7360,2788,5376,"762, 2186, 2209",History
1994,5376,7902,2788,4811,8618,"870, 1031, 1241",History
1995,5376,4811,6131,7902,3939,"870, 1031, 1313",History
1996,5376,7902,4811,6131,8618,"870, 1031, 1378",History
1997,5376,4811,4971,7902,7245,"870, 1031, 1404",History
1998,5376,4811,6131,4904,2481,"870, 1031, 1420",History
1999,5376,4811,7902,6131,3354,"870, 1031, 1537",History
2000,5376,7902,4811,6131,4688,"870, 1031, 1595",History
2001,5376,4811,7902,6131,7245,"870, 1031, 2147",History
2002,5376,7902,4688,4811,6131,"870, 1031, 2174",History
2003,5376,4811,7902,6131,4688,"870, 1031, 2186",History
2004,5376,7902,7245,6131,4811,"870, 1031, 2209",History
2005,5376,4811,3939,6131,2788,"870, 1241, 1313",History
2006,5376,4811,8618,7902,2788,"870, 1241, 1378",History
2007,5376,4811,4971,7902,4906,"870, 1241, 1404",History
2008,5376,7629,2834,4904,2788,"870, 1241, 1420",History
2009,5376,2788,3354,4811,7902,"870, 1241, 1537",History
2010,5376,7902,2788,4811,8618,"870, 1241, 1595",History
2011,5376,2788,4811,8618,7902,"870, 1241, 2147",History
2012,5376,7902,2788,4811,4971,"870, 1241, 2174",History
2013,5376,7629,2788,4153,4811,"870, 1241, 2186",History
2014,5376,2788,7902,4811,3939,"870, 1241, 2209",History
2015,5376,6131,4811,3354,5664,"870, 1313, 1378",History
2016,5376,4811,6131,4971,5664,"870, 1313, 1404",History
2017,5376,3354,4811,6131,7629,"870, 1313, 1420",History
2018,5376,4811,6131,3354,3939,"870, 1313, 1537",History
2019,5376,4811,3354,6131,7902,"870, 1313, 1595",History
2020,5376,4811,6131,4749,4971,"870, 1313, 2147",History
2021,5376,4811,6131,2788,4971,"870, 1313, 2174",History
2022,5376,4811,6131,4153,7629,"870, 1313, 2186",History
2023,5376,4811,6131,7902,3939,"870, 1313, 2209",History
2024,5376,4906,6435,4811,5138,"870, 1378, 1404",History
2025,5376,7629,2834,4904,4749,"870, 1378, 1420",History
2026,5376,3354,7629,4811,6131,"870, 1378, 1537",History
2027,5376,4811,8618,7902,6131,"870, 1378, 1595",History
2028,5376,4811,8618,6131,4906,"870, 1378, 2147",History
2029,5376,4971,4749,2788,6131,"870, 1378, 2174",History
2030,5376,7629,4811,6131,4153,"870, 1378, 2186",History
2031,5376,7902,6131,6435,7629,"870, 1378, 2209",History
2032,5376,7629,2834,4811,4971,"870, 1404, 1420",History
2033,5376,4811,3354,4971,7629,"870, 1404, 1537",History
2034,5376,4811,4971,2834,4153,"870, 1404, 1595",History
2035,5376,4811,4971,4906,7245,"870, 1404, 2147",History
2036,5376,4971,4811,2788,4749,"870, 1404, 2174",History
2037,5376,4811,4153,4971,7629,"870, 1404, 2186",History
2038,5376,4971,7245,4811,4906,"870, 1404, 2209",History
2039,5376,7629,2834,4811,6131,"870, 1420, 1537",History
2040,5376,7629,3354,2834,4811,"870, 1420, 1595",History
2041,5376,7629,4811,2834,6131,"870, 1420, 2147",History
2042,5376,7629,9721,4811,6131,"870, 1420, 2174",History
2043,5376,7629,4811,6131,9721,"870, 1420, 2186",History
2044,5376,7629,2834,6131,4811,"870, 1420, 2209",History
2045,5376,4811,3354,7902,4971,"870, 1537, 1595",History
2046,5376,4811,3354,7629,4971,"870, 1537, 2147",History
2047,5376,7629,3354,4811,4971,"870, 1537, 2174",History
2048,5376,7629,4811,4153,3354,"870, 1537, 2186",History
2049,5376,7629,7245,3354,4811,"870, 1537, 2209",History
2050,5376,4811,7902,4971,8964,"870, 1595, 2147",History
2051,5376,4811,7902,4971,2788,"870, 1595, 2174",History
2052,5376,4811,4153,7902,4971,"870, 1595, 2186",History
2053,5376,7902,4811,6131,7245,"870, 1595, 2209",History
2054,5376,4811,4971,7629,2788,"870, 2147, 2174",History
2055,5376,4811,7629,4153,4971,"870, 2147, 2186",History
2056,5376,9442,7245,7629,4811,"870, 2147, 2209",History
2057,5376,7629,4811,4971,8618,"870, 2174, 2186",History
2058,5376,7629,7902,2788,4971,"870, 2174, 2209",History
2059,5376,7629,4811,4153,7902,"870, 2186, 2209",History
2060,5376,6131,2788,7902,6435,"1031, 1241, 1313",History
2061,5376,8174,7902,2636,6435,"1031, 1241, 1378",History
2062,8174,5138,7902,5376,4971,"1031, 1241, 1404",History
2063,5376,4688,2834,5138,7629,"1031, 1241, 1420",History
2064,8174,5138,7902,4688,6131,"1031, 1241, 1537",History
2065,8174,6131,7902,4688,5376,"1031, 1241, 1595",History
2066,8174,7902,4906,4688,4904,"1031, 1241, 2147",History
2067,7902,5376,4906,4904,4971,"1031, 1241, 2174",History
2068,7902,5376,9910,5138,6435,"1031, 1241, 2186",History
2069,8174,7902,6131,5376,8121,"1031, 1241, 2209",History
2070,5376,6131,6435,7902,2788,"1031, 1313, 1378",History
2071,5376,8964,5138,6131,4811,"1031, 1313, 1404",History
2072,5376,6131,8964,6435,2903,"1031, 1313, 1420",History
2073,6131,5376,6435,3354,8964,"1031, 1313, 1537",History
2074,8964,5376,6131,7902,2788,"1031, 1313, 1595",History
2075,5376,6131,8964,6435,4811,"1031, 1313, 2147",History
2076,5376,7902,4811,4749,6131,"1031, 1313, 2174",History
2077,5376,6131,4811,4153,5138,"1031, 1313, 2186",History
2078,6131,5376,7902,6435,2903,"1031, 1313, 2209",History
2079,5138,5376,4971,7902,8174,"1031, 1378, 1404",History
2080,5376,2903,4688,4971,9721,"1031, 1378, 1420",History
2081,5376,7902,8174,6435,3354,"1031, 1378, 1537",History
2082,5376,7902,8618,8174,2636,"1031, 1378, 1595",History
2083,5376,8618,7902,6435,8174,"1031, 1378, 2147",History
2084,5376,7902,8618,2834,2636,"1031, 1378, 2174",History
2085,5376,7902,2636,6435,5138,"1031, 1378, 2186",History
2086,5376,7902,8174,6435,8618,"1031, 1378, 2209",History
2087,5376,2481,2834,5138,4971,"1031, 1404, 1420",History
2088,8174,5138,4811,7902,3354,"1031, 1404, 1537",History
2089,8964,5138,7902,8174,5376,"1031, 1404, 1595",History
2090,8174,5138,7902,4811,5376,"1031, 1404, 2147",History
2091,7902,5376,4971,2834,7569,"1031, 1404, 2174",History
2092,5138,4811,7902,5376,4971,"1031, 1404, 2186",History
2093,7902,8174,5376,7245,5138,"1031, 1404, 2209",History
2094,5376,2481,9604,7629,4688,"1031, 1420, 1537",History
2095,5376,8964,4688,3939,6131,"1031, 1420, 1595",History
2096,5376,9604,4688,7629,2481,"1031, 1420, 2147",History
2097,5376,4971,7629,4688,4811,"1031, 1420, 2174",History
2098,5376,4811,2903,7629,9721,"1031, 1420, 2186",History
2099,5376,7629,9604,2481,6131,"1031, 1420, 2209",History
2100,6131,7902,4906,4688,7245,"1031, 1537, 1595",History
2101,8174,4906,4811,6131,9604,"1031, 1537, 2147",History
2102,7902,5376,4811,3354,2834,"1031, 1537, 2174",History
2103,4811,6131,7902,4153,9910,"1031, 1537, 2186",History
2104,6131,7902,7245,9604,4906,"1031, 1537, 2209",History
2105,4906,8174,6131,7902,5376,"1031, 1595, 2147",History
2106,7902,5376,7569,4971,4906,"1031, 1595, 2174",History
2107,7902,6131,5376,4811,5138,"1031, 1595, 2186",History
2108,7902,6131,7245,5376,4906,"1031, 1595, 2209",History
2109,7902,5376,4811,4906,2834,"1031, 2147, 2174",History
2110,4811,6131,5376,7902,9910,"1031, 2147, 2186",History
2111,8174,7902,6131,7245,9442,"1031, 2147, 2209",History
2112,7902,5376,4811,2834,7569,"1031, 2174, 2186",History
2113,7902,5376,4906,4971,2834,"1031, 2174, 2209",History
2114,7902,6131,9522,5376,7245,"1031, 2186, 2209",History
2115,5376,6435,6131,3720,2788,"1241, 1313, 1378",History
2116,5376,5138,8964,7612,6131,"1241, 1313, 1404",History
2117,5376,6131,8964,6435,7629,"1241, 1313, 1420",History
2118,5376,6131,6435,3354,6029,"1241, 1313, 1537",History
2119,5376,8964,6131,2788,7902,"1241, 1313, 1595",History
2120,5376,6131,6435,8633,8964,"1241, 1313, 2147",History
2121,5376,7902,2788,4749,4811,"1241, 1313, 2174",History
2122,5376,6131,6435,2788,4153,"1241, 1313, 2186",History
2123,5376,6131,6435,7902,2788,"1241, 1313, 2209",History
2124,4971,5138,5376,9568,7902,"1241, 1378, 1404",History
2125,5376,7629,4971,4688,2834,"1241, 1378, 1420",History
2126,5376,2636,4971,6435,9568,"1241, 1378, 1537",History
2127,5376,2636,4971,8618,9568,"1241, 1378, 1595",History
2128,4971,5376,8618,6435,9568,"1241, 1378, 2147",History
2129,5376,7902,4971,8618,9568,"1241, 1378, 2174",History
2130,5376,4971,2636,6435,7902,"1241, 1378, 2186",History
2131,5376,7902,2636,6435,9568,"1241, 1378, 2209",History
2132,5376,4971,7629,7612,5138,"1241, 1404, 1420",History
2133,4971,5138,6766,8174,7629,"1241, 1404, 1537",History
2134,8964,5138,4971,8174,4153,"1241, 1404, 1595",History
2135,4971,7612,8174,5138,9568,"1241, 1404, 2147",History
2136,5376,7902,4971,4153,2788,"1241, 1404, 2174",History
2137,4971,5138,4153,5376,7629,"1241, 1404, 2186",History
2138,8174,5376,4971,7902,4749,"1241, 1404, 2209",History
2139,7629,5376,4971,4688,5138,"1241, 1420, 1537",History
2140,5376,7629,8964,4688,4971,"1241, 1420, 1595",History
2141,7629,5376,4971,4688,2834,"1241, 1420, 2147",History
2142,7629,5376,4971,2834,4749,"1241, 1420, 2174",History
2143,7629,5376,4971,9337,4688,"1241, 1420, 2186",History
2144,7629,5376,4688,2834,8121,"1241, 1420, 2209",History
2145,5138,8964,7902,2636,5376,"1241, 1537, 1595",History
2146,8174,5138,3354,4904,9568,"1241, 1537, 2147",History
2147,5376,7902,3354,6029,4971,"1241, 1537, 2174",History
2148,7629,9910,4153,5376,4971,"1241, 1537, 2186",History
2149,6029,8121,7902,4749,5376,"1241, 1537, 2209",History
2150,4904,8174,5376,8964,4153,"1241, 1595, 2147",History
2151,5376,7902,4971,4904,9568,"1241, 1595, 2174",History
2152,5376,4971,7902,4153,2636,"1241, 1595, 2186",History
2153,6131,7902,5376,4904,4749,"1241, 1595, 2209",History
2154,5376,7902,4971,4904,2788,"1241, 2147, 2174",History
2155,7629,9910,5376,4971,4153,"1241, 2147, 2186",History
2156,7629,8174,4904,5376,4749,"1241, 2147, 2209",History
